Handle,Variant Price
1972-73-o-pee-chee-159-bill-goldsworthy-dp,4.5
1972-73-o-pee-chee-159-bill-goldsworthy-dp,
1972-73-o-pee-chee-160-jack-lynch-rc,9
1972-73-o-pee-chee-160-jack-lynch-rc,
1972-73-o-pee-chee-161-bob-plager-dp,4.5
1972-73-o-pee-chee-161-bob-plager-dp,
1972-73-o-pee-chee-163-noel-price,9
1972-73-o-pee-chee-163-noel-price,
1972-73-o-pee-chee-164-gary-bergman-dp,4.5
1972-73-o-pee-chee-164-gary-bergman-dp,
1972-73-o-pee-chee-166-ross-lonsberry,9
1972-73-o-pee-chee-166-ross-lonsberry,
1972-73-o-pee-chee-167-denis-dupere,9
1972-73-o-pee-chee-167-denis-dupere,
1972-73-o-pee-chee-170-don-awrey-dp,4.5
1972-73-o-pee-chee-170-don-awrey-dp,
1972-73-o-pee-chee-171-marshall-johnston-dp-rc,4.5
1972-73-o-pee-chee-171-marshall-johnston-dp-rc,
1972-73-o-pee-chee-173-ed-giacomin,15
1972-73-o-pee-chee-173-ed-giacomin,
1972-73-o-pee-chee-177-stan-mikita-dp,24
1972-73-o-pee-chee-177-stan-mikita-dp,
1972-73-o-pee-chee-178-charlie-burns,9
1972-73-o-pee-chee-178-charlie-burns,
1972-73-o-pee-chee-179-brian-marchinko,9
1972-73-o-pee-chee-179-brian-marchinko,
1972-73-o-pee-chee-181-bobby-schmautz-rc,12
1972-73-o-pee-chee-181-bobby-schmautz-rc,
1972-73-o-pee-chee-183-pat-quinn,9
1972-73-o-pee-chee-183-pat-quinn,
1972-73-o-pee-chee-185-serge-savard,15
1972-73-o-pee-chee-185-serge-savard,
1972-73-o-pee-chee-187-bill-flett,9
1972-73-o-pee-chee-187-bill-flett,
1972-73-o-pee-chee-191-garnet-bailey-dp,4.5
1972-73-o-pee-chee-191-garnet-bailey-dp,
1972-73-o-pee-chee-192-walt-mckechnie,9
1972-73-o-pee-chee-192-walt-mckechnie,
1972-73-o-pee-chee-193-harry-howell,9
1972-73-o-pee-chee-193-harry-howell,
1972-73-o-pee-chee-194-rod-seiling,9
1972-73-o-pee-chee-194-rod-seiling,
1972-73-o-pee-chee-198-chico-maki-dp,4.5
1972-73-o-pee-chee-198-chico-maki-dp,
1972-73-o-pee-chee-199-jean-paul-parise,9
1972-73-o-pee-chee-199-jean-paul-parise,
1972-73-o-pee-chee-200-germaine-gagnon-uer-rc,9
1972-73-o-pee-chee-200-germaine-gagnon-uer-rc,
1972-73-o-pee-chee-201-danny-oshea,9
1972-73-o-pee-chee-201-danny-oshea,
1972-73-o-pee-chee-203-dan-bouchard-rc,30
1972-73-o-pee-chee-203-dan-bouchard-rc,
1972-73-o-pee-chee-204-leon-rochefort,9
1972-73-o-pee-chee-204-leon-rochefort,
1972-73-o-pee-chee-205-jacques-laperriere,12
1972-73-o-pee-chee-205-jacques-laperriere,
1972-73-o-pee-chee-206-barry-ashbee,9
1972-73-o-pee-chee-206-barry-ashbee,
1972-73-o-pee-chee-207-garry-monahan,9
1972-73-o-pee-chee-207-garry-monahan,
1972-73-o-pee-chee-210-rejean-houle,15
1972-73-o-pee-chee-210-rejean-houle,
1972-73-o-pee-chee-212-ted-irvine,12
1972-73-o-pee-chee-212-ted-irvine,
1972-73-o-pee-chee-217-bobby-lalonde-rc,12
1972-73-o-pee-chee-217-bobby-lalonde-rc,
1972-73-o-pee-chee-221-craig-patrick,12
1972-73-o-pee-chee-221-craig-patrick,
1972-73-o-pee-chee-222-cliff-koroll,12
1972-73-o-pee-chee-222-cliff-koroll,
1972-73-o-pee-chee-237-pierre-jarry-rc,12
1972-73-o-pee-chee-237-pierre-jarry-rc,
1972-73-o-pee-chee-238-don-tannahill-rc,12
1972-73-o-pee-chee-238-don-tannahill-rc,
1972-73-o-pee-chee-249-pat-stapleton-as2,12
1972-73-o-pee-chee-249-pat-stapleton-as2,
1972-73-o-pee-chee-251-henri-richard,18
1972-73-o-pee-chee-251-henri-richard,
1972-73-o-pee-chee-255-wayne-hillman,12
1972-73-o-pee-chee-255-wayne-hillman,
1972-73-o-pee-chee-265-bill-collins,12
1972-73-o-pee-chee-265-bill-collins,
1972-73-o-pee-chee-270-brian-lavender-rc,12
1972-73-o-pee-chee-270-brian-lavender-rc,
1972-73-o-pee-chee-273-michel-belhumeur-rc,24
1972-73-o-pee-chee-273-michel-belhumeur-rc,
1972-73-o-pee-chee-274-eddie-shack,18
1972-73-o-pee-chee-274-eddie-shack,
1972-73-o-pee-chee-281-nick-beverley-rc,24
1972-73-o-pee-chee-281-nick-beverley-rc,
1972-73-o-pee-chee-282-larry-carriere-rc,12
1972-73-o-pee-chee-282-larry-carriere-rc,
1972-73-o-pee-chee-284-rick-smith-ia,15
1972-73-o-pee-chee-284-rick-smith-ia,
1972-73-o-pee-chee-285-jerry-korab-rc,18
1972-73-o-pee-chee-285-jerry-korab-rc,
1972-73-o-pee-chee-288-barry-long-rc,15
1972-73-o-pee-chee-288-barry-long-rc,
1972-73-o-pee-chee-289-dean-prentice,15
1972-73-o-pee-chee-289-dean-prentice,
1971-topps-11-elliott-maddox-rc,4.5
1971-topps-11-elliott-maddox-rc,
1971-topps-51-steve-kline-rc,4.5
1971-topps-51-steve-kline-rc,
1971-topps-130-denis-menke,4.5
1971-topps-130-denis-menke,
1969-o-pee-chee-27-bernie-allen,6
1969-o-pee-chee-27-bernie-allen,
1971-topps-590-alex-johnson,18
1971-topps-590-alex-johnson,
1970-topps-62-al-batting-leaders-rod-carew-reggie-smith-tony-oliva,6
1970-topps-62-al-batting-leaders-rod-carew-reggie-smith-tony-oliva,
1971-topps-366-ron-stone,4.5
1971-topps-366-ron-stone,
1970-topps-105-tony-gonzalez,2.25
1970-topps-105-tony-gonzalez,
1971-topps-365-bob-johnson,4.5
1971-topps-365-bob-johnson,
1971-topps-287-mike-fiore,4.5
1971-topps-287-mike-fiore,
1970-o-pee-chee-cfl-99-sonny-wade,18
1970-o-pee-chee-cfl-99-sonny-wade,
1971-topps-279-lefty-phillips-mg,4.5
1971-topps-279-lefty-phillips-mg,
1971-topps-155-ken-henderson,4.5
1971-topps-155-ken-henderson,
1971-topps-138-rookie-stars-joe-lis-willie-montanez-rc,6
1971-topps-138-rookie-stars-joe-lis-willie-montanez-rc,
1971-topps-173-gil-garrido,4.5
1971-topps-173-gil-garrido,
1962-topps-436-felix-mantilla,32
1962-topps-436-felix-mantilla,
1970-topps-scratchoffs-13-tim-mccarver,4.5
1970-topps-scratchoffs-13-tim-mccarver,
1971-topps-69-al-pitching-leaders-mike-cuellar-dave-mcnally-jim-perry,6
1971-topps-69-al-pitching-leaders-mike-cuellar-dave-mcnally-jim-perry,
1971-topps-259-dave-marshall,4.5
1971-topps-259-dave-marshall,
1971-topps-22-phil-roof,4.5
1971-topps-22-phil-roof,
1971-topps-229-jim-hannan,4.5
1971-topps-229-jim-hannan,
1972-o-pee-chee-185-ron-bryant,4.5
1972-o-pee-chee-185-ron-bryant,
1971-topps-9-george-scott,6
1971-topps-9-george-scott,
1971-topps-265-jim-northrup,6
1971-topps-265-jim-northrup,
1970-topps-389-jim-shellenback,4.5
1970-topps-389-jim-shellenback,
1972-o-pee-chee-36-jerry-johnson-ia,3
1972-o-pee-chee-36-jerry-johnson-ia,
1971-topps-84-marcel-lachemann-rc,4.5
1971-topps-84-marcel-lachemann-rc,
1971-topps-225-gary-peters,4.5
1971-topps-225-gary-peters,
1971-topps-120-willie-horton,6
1971-topps-120-willie-horton,
1970-topps-189-rookie-stars-thurman-munson-rc-dave-mcdonald-rc,300
1970-topps-189-rookie-stars-thurman-munson-rc-dave-mcdonald-rc,
1970-topps-516-rookie-stars-john-ellis-rc-jim-lyttle-rc,6
1970-topps-516-rookie-stars-john-ellis-rc-jim-lyttle-rc,
1971-topps-92-fred-wenz,4.5
1971-topps-92-fred-wenz,
1971-topps-266-bill-stoneman,4.5
1971-topps-266-bill-stoneman,
1971-topps-50-willie-mccovey,30
1971-topps-50-willie-mccovey,
1971-topps-511-chris-short-pete-rose-leading-off-second,12
1971-topps-511-chris-short-pete-rose-leading-off-second,
1971-topps-244-bob-tillman,4.5
1971-topps-244-bob-tillman,
1970-topps-441-john-odonoghue,4.5
1970-topps-441-john-odonoghue,
1970-topps-436-philadelphia-phillies-tc,9
1970-topps-436-philadelphia-phillies-tc,
1971-topps-245-jim-kaat,6
1971-topps-245-jim-kaat,
1972-topps-48-john-ellis-ia,1.8
1972-topps-48-john-ellis-ia,
1971-topps-54-checklist-1,30
1971-topps-54-checklist-1,
1971-topps-240-clyde-wright,4.5
1971-topps-240-clyde-wright,
1972-topps-68-jim-york-rc,1.8
1972-topps-68-jim-york-rc,
1971-topps-65-al-home-run-leaders-frank-howard-harmon-killebrew-carl-yastrzemski,12
1971-topps-65-al-home-run-leaders-frank-howard-harmon-killebrew-carl-yastrzemski,
1971-topps-341-steve-garvey-rc,90
1971-topps-341-steve-garvey-rc,
1971-topps-440-bert-campaneris,12
1971-topps-440-bert-campaneris,
1971-topps-76-ted-savage,4.5
1971-topps-76-ted-savage,
1971-topps-188-rookie-stars-bob-valentine-rc-mike-strahler-rc,18
1971-topps-188-rookie-stars-bob-valentine-rc-mike-strahler-rc,
1971-topps-2-dock-ellis,4.5
1971-topps-2-dock-ellis,
1970-topps-55-john-odom,2.25
1970-topps-55-john-odom,
1970-topps-537-joe-morgan,30
1970-topps-537-joe-morgan,
1972-73-o-pee-chee-290-norm-beaudin,24
1972-73-o-pee-chee-290-norm-beaudin,
1972-73-o-pee-chee-292-jim-harrison,24
1972-73-o-pee-chee-292-jim-harrison,
1972-73-o-pee-chee-293-j-c-tremblay,24
1972-73-o-pee-chee-293-j-c-tremblay,
1972-73-o-pee-chee-296-wayne-connelly,24
1972-73-o-pee-chee-296-wayne-connelly,
1972-73-o-pee-chee-297-bobby-sheehan,24
1972-73-o-pee-chee-297-bobby-sheehan,
1972-73-o-pee-chee-300-les-binkley,24
1972-73-o-pee-chee-300-les-binkley,
1972-73-o-pee-chee-301-ron-walters,24
1972-73-o-pee-chee-301-ron-walters,
1972-73-o-pee-chee-304-gerry-odrowski,24
1972-73-o-pee-chee-304-gerry-odrowski,
1972-73-o-pee-chee-307-larry-cahan,24
1972-73-o-pee-chee-307-larry-cahan,
1972-73-o-pee-chee-310-bob-falkenberg,24
1972-73-o-pee-chee-310-bob-falkenberg,
1972-73-o-pee-chee-311-jean-payette-rc,24
1972-73-o-pee-chee-311-jean-payette-rc,
1972-73-o-pee-chee-312-ted-taylor,24
1972-73-o-pee-chee-312-ted-taylor,
1972-73-o-pee-chee-316-reg-fleming,30
1972-73-o-pee-chee-316-reg-fleming,
1972-73-o-pee-chee-317-larry-hornung-rc,24
1972-73-o-pee-chee-317-larry-hornung-rc,
1972-73-o-pee-chee-318-ron-climie-rc,24
1972-73-o-pee-chee-318-ron-climie-rc,
1972-73-o-pee-chee-319-val-fonteyne,24
1972-73-o-pee-chee-319-val-fonteyne,
1972-73-o-pee-chee-320-michel-archambault-rc,24
1972-73-o-pee-chee-320-michel-archambault-rc,
1972-73-o-pee-chee-322-bob-leduc-rc,24
1972-73-o-pee-chee-322-bob-leduc-rc,
1972-73-o-pee-chee-323-bob-wall,24
1972-73-o-pee-chee-323-bob-wall,
1972-73-o-pee-chee-325-bob-woytowich,24
1972-73-o-pee-chee-325-bob-woytowich,
1972-73-o-pee-chee-327-bill-hicke,24
1972-73-o-pee-chee-327-bill-hicke,
1972-73-o-pee-chee-329-wayne-rutledge-rc,30
1972-73-o-pee-chee-329-wayne-rutledge-rc,
1972-73-o-pee-chee-330-gary-veneruzzo,24
1972-73-o-pee-chee-330-gary-veneruzzo,
1972-73-o-pee-chee-332-ron-ward-rc,24
1972-73-o-pee-chee-332-ron-ward-rc,
1972-73-o-pee-chee-333-rosaire-paiement,24
1972-73-o-pee-chee-333-rosaire-paiement,
1972-73-o-pee-chee-336-bobby-hull,180
1972-73-o-pee-chee-336-bobby-hull,
1972-73-o-pee-chee-337-wayne-carleton,24
1972-73-o-pee-chee-337-wayne-carleton,
1972-73-o-pee-chee-340-gerry-cheevers,90
1972-73-o-pee-chee-340-gerry-cheevers,
1972-73-o-pee-chee-341-gerry-pinder,60
1972-73-o-pee-chee-341-gerry-pinder,
1970-o-pee-chee-cfl-19-ted-page,7.5
1970-o-pee-chee-cfl-67-phil-minnick,7.5
1970-o-pee-chee-cfl-41-roger-perdrix,7.5
1964-topps-cfl-9-lonnie-dennis,10
1963-topps-cfl-65-don-walsh,10
1970-o-pee-chee-cfl-push-out-inserts-1-ed-harrington,45
1971-o-pee-chee-cfl-131-gerry-shaw,7.5
1970-o-pee-chee-cfl-56-ken-ferguson,7.5
1970-o-pee-chee-cfl-58-tom-nettles,7.5
1971-o-pee-chee-cfl-74-john-reid,7.5
1970-o-pee-chee-cfl-20-bill-danychuk,12
1971-o-pee-chee-cfl-72-wally-gabler,9
1970-o-pee-chee-cfl-81-george-reed,45
1970-o-pee-chee-cfl-74-henry-dorsch,7.5
1970-o-pee-chee-cfl-27-dave-tobey,7.5
1970-o-pee-chee-cfl-26-rich-robinson,7.5
1965-66-topps-37-ed-westfall,30
1965-66-topps-37-ed-westfall,
1965-66-topps-105-parker-macdonald,24
1965-66-topps-105-parker-macdonald,
1965-66-topps-34-murray-oliver-dp,18
1965-66-topps-34-murray-oliver-dp,
1965-66-topps-103-ron-stewart,24
1965-66-topps-103-ron-stewart,
1965-66-topps-118-doug-mohns,30
1965-66-topps-118-doug-mohns,
1968-69-o-pee-chee-127-paul-henderson,30
1968-69-o-pee-chee-131-norm-ullman,36
1968-69-o-pee-chee-144-roy-edwards,30
1968-69-o-pee-chee-144-roy-edwards,
1968-69-o-pee-chee-146-bob-mccord-dp,24
1968-69-o-pee-chee-146-bob-mccord-dp,
1968-69-o-pee-chee-196-bill-sutherland-dp-rc,24
1968-69-o-pee-chee-196-bill-sutherland-dp-rc,
1971-72-o-pee-chee-194-rick-ley,15
1971-72-o-pee-chee-242-doug-mohns,15
1971-72-o-pee-chee-241-gump-worsley,30
1971-72-o-pee-chee-239-murray-oliver,15
1971-72-o-pee-chee-238-charlie-burns,15
1971-72-o-pee-chee-237-wayne-connelly,15
1971-72-o-pee-chee-236-ron-stewart,15
1971-72-o-pee-chee-235-george-gardner,15
1971-72-o-pee-chee-233-rosaire-paiement,15
1971-72-o-pee-chee-232-jocelyn-guevremont-rc,18
1971-72-o-pee-chee-231-dennis-kearns-rc,15
1971-72-o-pee-chee-228-phil-roberto-rc,15
1971-72-o-pee-chee-227-jim-lorentz,15
1971-72-o-pee-chee-226-brit-selby,15
1971-72-o-pee-chee-225-peter-mcduffe-rc,18
1971-72-o-pee-chee-224-noel-picard,15
1971-72-o-pee-chee-222-carl-brewer,18
1971-72-o-pee-chee-221-glen-sather,18
1971-72-o-pee-chee-220-ed-giacomin,30
1971-72-o-pee-chee-219-dale-rolfe,15
1971-72-o-pee-chee-218-bobby-rousseau,15
1971-72-o-pee-chee-217-pete-stemkowski,15
1971-72-o-pee-chee-216-bruce-macgregor,15
1971-72-o-pee-chee-215-bill-fairbairn-rc,15
1971-72-o-pee-chee-214-bryan-campbell,15
1971-72-o-pee-chee-213-eric-nesterenko,18
1971-72-o-pee-chee-212-lou-angotti,15
1971-72-o-pee-chee-201-bruce-gamble,18
1971-72-o-pee-chee-210-chico-maki,15
1971-72-o-pee-chee-209-cliff-koroll,15
1971-72-o-pee-chee-208-doug-jarrett,15
1971-72-o-pee-chee-207-rick-macleish-rc,60
1971-72-o-pee-chee-207-rick-macleish-rc,
1971-72-o-pee-chee-206-simon-nolet,15
1971-72-o-pee-chee-205-brent-hughes,15
1971-72-o-pee-chee-204-jean-guy-gendron,15
1971-72-o-pee-chee-203-bob-kelly-rc,18
1971-72-o-pee-chee-202-gary-dornhoefer,15
1971-72-o-pee-chee-198-brian-spencer-rc,30
1971-72-o-pee-chee-196-bob-baun,18
1971-72-o-pee-chee-195-jacques-plante,90
1971-72-o-pee-chee-195-jacques-plante,
1971-72-o-pee-chee-193-darryl-sittler,120
1971-72-o-pee-chee-193-darryl-sittler,
commando,5
limitless,5
lawless,5
american-psycho,2
final-fantasy-advent-children,5
equilibrium,5
universal-soldier-1,5
swordfish,5
dexter-6,10
constantine-2,5
top-secret,2
cobra-1,2
in-bruges,5
expendables-1,5
man-on-fire,5
memento,5
the-road,5
point-break,5
the-thing-1,5
reservoir-dogs,5
the-machinist,5
this-movie-is-broken,5
kingsmen,5
mega-python-vs-gatoroid,2
hugo,5
pulp-fiction,5
death-defying-acts,2
selena,2
hide-and-seek,2
hairspray,2
constantine-1,2
the-matrix-reloaded,2
team-america,5
a-beautiful-mind,5
the-raid-redemption,5
transporter-2,5
serenity,5
40-year-old-virgin,5
thats-my-boy,5
blitz,5
battle-royale,5
dexter-1,10
defendor,5
bunraku,5
the-girl-next-door,5
chasing-amy,5
milenium-1-2-3,15
milenium-1-2-3,
milenium-1-2-3,
universal-soldier-day-of-reckoning,5
anchorman-2,5
alive,5
the-new-guy,5
the-thing,2
evil-dead,2
zack-and-miri-makes-a-porno,5
war-inc,2
valhala-rising,5
universal-soldier,5
underworld,5
tucker-and-dale-vs-evil,5
troy,5
trainspotting,5
total-recall,5
tim-and-erics-billion-dollar-movie,5
this-is-the-end,5
the-worlds-end,5
the-warriors-way,5
the-running-man,5
the-protector,2
the-man-from-nowhere,5
the-hangover,5
the-girl-with-the-dragon-tatoo-new,5
the-fifth-element,5
the-dark-knight,2
the-big-hit,5
the-babadouk,5
the-adjustment-bureau,5
terminator-sarah-connor-chronicles,10
terminator-3,2
terminator-2,5
terminator-1,5
ted,5
tanguy,5
tai-chi-master,5
superbad,5
super-troopers,5
starcrash,5
spiderman-1-2-3,10
spawn,2
spaceballz,2
source-code,5
snatch,5
sin-city,5
shutter-island,5
shoot-em-up,5
shaolin-soccer,2
seven-psychopats,5
safe,5
run-lola-run,2
robo-geisha,5
robin-hood-men-in-tights,2
roadtrip,2
righteous-kill,5
requiem-for-a-dream,5
red-state,5
red-siren,2
red,5
rambo-1-2-3,10
punisher,5
premium-rush,5
police-academy,5
pixar-short-films,5
pitch-black,5
pineapple-express,5
paul,5
parker,5
paranormal-activity,5
paranoia,5
pans-labyrinth,2
out-of-time,2
orgasmo,2
ong-bak-3,5
old-school,5
observe-and-report,5
natural-born-killers,5
morta-kombat,2
moon,5
monsters,5
mission-impossible-ghost-protocol,5
mimic,5
mechanic,5
martyts,5
man-of-tai-chi,5
mama,5
machine-gun-preacher,5
macgrubber,5
lucky-number-slevin,5
lord-of-war,5
lock-stock-two-smoking-barrels,5
leon-the-professional,5
kung-fu-hustle,5
kung-fu-dunk,5
knocked-up,5
king-of-ants,2
killer-elite,5
kill-list,2
kill-bill-2,5
kill-bill-1,5
karate-kid-3,5
karate-kid-1-2,5
jupiter-ascending,5
jcvd,5
jay-and-silent-bob,2
iron-man,5
ip-man-legend-of-grandmaster,5
ip-man-final-fight,5
ip-man,5
interview-with-a-vampire,5
insideous,5
inglorious-bastards,5
inception,5
in-time,5
idiocracy,2
i-saw-the-devil,5
how-to-train-your-dragon,5
hot-fuzz,5
hobo-with-a-shotgun,5
hellraiser,5
headhunters,5
haywire-metal,5
harold-and-kumar-1-2,5
hannibal-lecter,7
hackers,2
green-mile,5
green-lantern,5
green-hornet,5
gran-torio,5
goon,5
godfather-1-2-3,15
gladiator,5
ghostbusters,5
ghost-in-the-shell,5
get-the-gringo,5
get-him-to-the-greek,5
from-dusk-till-dawn,5
forgetting-sarah-marshall,5
final-fantasy-13-ps3,5
fight-club,5
fear-and-loathing-in-las-vegas,2
face-off,5
expendables,5
evil-dead-new,5
event-horizon,5
eternal-sunshine-of-the-spotless-mind,5
eraser,5
end-of-days,2
elysium,5
edward-scisors-hands,5
easy-a,5
drunken-master,5
donnie-darko,5
domino,2
dogma,5
dog-day-afternoon,5
dodgeball,5
django,5
district-9,5
die-hard-1-2-3-4,15
dexter-4,10
dexter-3,10
dexter-2,10
descent,5
dede-les-colocs,5
dead-leaves,5
dark-city,5
crank-2,5
crank,5
constantine,2
conan-1-et-2,5
commando-br,5
collateral-damage,5
cobra,5
clerks1,5
clerks-2,5
chronicles-of-riddick,5
chronicle,5
children-of-men,5
cheech,2
cabin-in-the-woods,5
butterfly-effect,5
bruno,2
bridesmaids,5
brave,5
bourne-1-2-3-4,15
bourne-1-2-3-4,
bourne-1-2-3-4,
boondock-saints,2
bladerunner,2
blade-1-2-3,10
black-swan,5
benjamin-button,5
beetlejuice0,5
beerfest,5
baseketball,2
bad-lieutenant,5
avp,2
avatar,5
attack-the-block,5
army-of-darkness,5
apocalypto,5
anchorman,5
american-history-x,5
american-gangster,5
amelie-poulin,5
aeon-flux,10
ace-ventura-1-2-animateds,5
abraham-lincoln-vampire-hunter,5
abenobashi-arcade,2
500-days-of-summer,5
,5
,5
,5
,2
